"id","female","age","cohort","race","latinx","ethnic","educate","childs","marital","sei","occprest","attend","relig","fund","owngun","legalmarij","cappunish","partyaff","polviews","spanking","lifesatis","volunteer","confidence","civliberty","watchtv","pincome","fincome"
1357,"male",21,1997,"White","no","White",14,0,4,45.75,42,0,6,"liberal","no","yes","yes",1,1,NA,82.71,2,4,9,NA,0,20
1358,"male",24,1994,"White","no","White",16,0,4,86.1,70,0,6,"liberal","no","no","yes",5,5,2,90.46,1,5,0,1,150,120
1359,"female",34,1984,"White","no","White",18,1,1,38.8,47,8,1,"moderate","yes",NA,"yes",1,2,1,NA,1,0,5,2,0,110
1360,"female",25,1993,"White","yes","Latinx",14,0,4,12.6,25,0,6,"liberal","no","yes","yes",1,3,3,NA,1,1,0,3,50,120
1361,"male",21,1997,"White","no","White",14,0,4,40.69,40,2,2,"moderate","no",NA,"yes",5,5,2,NA,1,1,6,1,0,20
1362,"male",22,1996,"White","no","White",15,0,4,40.84,40,2,6,"liberal","no","yes","yes",5,5,NA,83.12,3,2,8,NA,0,110
1363,"male",38,1980,"White","no","White",12,4,4,14.4,36,0,1,"fundamentalist","yes",NA,"yes",4,1,1,NA,1,0,1,3,40,100
1364,"male",70,1948,"White","no","White",12,0,1,46.5,50,2,1,"fundamentalist","yes","yes","yes",4,4,NA,78.41,2,1,10,NA,110,120
1365,"female",33,1985,"White","no","White",12,2,1,21.8,35,0,1,"moderate","no","yes","yes",4,4,2,NA,1,2,0,2,0,120
1366,"female",75,1943,"White","no","White",10,1,1,33.2,37,0,2,"moderate","no",NA,"yes",3,4,2,NA,1,1,5,1,0,120
1367,"male",56,1962,"White","no","White",12,1,1,23.3,27,0,1,"liberal","no","yes","yes",6,5,NA,74.97,1,0,12,NA,90,110
1368,"male",68,1950,"White","no","White",16,3,1,76.3,60,6,1,"moderate","no","yes","no",1,2,4,NA,1,6,0,4,0,120
1369,"female",39,1979,"White","no","White",12,3,1,41,39,0,6,"liberal","no",NA,"yes",2,4,2,NA,1,2,10,4,0,90
1370,"female",54,1964,"White","no","White",14,2,1,54.6,41,6,1,"liberal","yes","no","yes",7,6,NA,80.12,4,5,11,NA,140,120
1371,"male",60,1958,"White","no","White",12,2,1,68,50,0,6,"liberal","no","no","yes",6,5,4,75.22,1,2,0,3,210,120
1372,"male",60,1958,"White","no","White",14,1,1,23.3,25,8,1,"fundamentalist","yes",NA,"yes",6,7,2,NA,1,1,9,3,200,120
1373,"male",36,1982,"White","no","White",18,2,1,65.3,47,0,1,"moderate","yes","yes","yes",6,5,NA,78.38,2,0,4,NA,0,120
1374,"female",31,1987,"White","no","White",12,1,1,84.2,64,1,1,"fundamentalist","yes",NA,"yes",6,5,1,NA,1,1,2,2,160,120
1375,"female",41,1977,"AfricanAmerican","no","AfricanAmerican",16,3,1,84.2,64,5,1,"fundamentalist","no","no","no",1,4,NA,90.2,1,6,10,NA,200,120
1376,"female",29,1989,"White","no","White",14,1,3,13.3,16,6,6,"none","no","yes","yes",7,4,2,NA,1,2,0,1,180,120
1377,"female",38,1980,"White","no","White",16,1,1,12.6,25,0,6,"liberal","yes","yes","yes",7,6,NA,92.3,1,5,4,NA,140,120
1378,"female",42,1976,"White","no","White",15,1,3,20.1,48,4,1,"moderate","yes",NA,"yes",6,4,4,NA,1,1,3,4,150,120
1379,"female",69,1949,"White","no","White",13,2,3,49.4,40,5,1,"liberal","yes","no","yes",2,5,NA,68.65,4,1,6,NA,0,120
1380,"female",29,1989,"AfricanAmerican","no","AfricanAmerican",16,1,1,80.9,61,7,1,"fundamentalist","yes",NA,"no",1,4,2,NA,1,2,2,2,180,120
1381,"male",33,1985,"other","yes","Latinx",3,4,1,25.2,28,7,2,"moderate","no","no","yes",3,2,NA,83.28,5,9,5,NA,0,90
1382,"male",27,1991,"White","no","White",14,1,1,23.8,25,0,6,"liberal","yes",NA,"yes",4,4,2,NA,1,3,11,2,190,120
1383,"male",42,1976,"White","no","White",14,7,1,23.3,25,3,5,"none","yes","no","yes",5,4,NA,59.24,1,1,7,NA,30,120
1384,"male",57,1961,"White","no","White",19,4,1,59.1,53,7,1,"moderate","no","no","no",6,6,2,82.87,5,8,0,1,210,130
1385,"female",41,1977,"White","no","White",18,1,3,75.5,59,3,1,"liberal","no","yes","no",1,1,NA,68.97,1,4,11,NA,0,120
1386,"female",70,1948,"White","no","White",16,0,3,77.4,58,4,1,"liberal","no","yes","no",1,3,NA,88.9,1,4,8,NA,0,110
1387,"male",31,1987,"White","no","White",8,2,1,39.7,31,0,6,"none","no",NA,"yes",7,6,1,NA,1,0,12,1,90,100
1388,"female",68,1950,"White","no","White",14,2,1,71.1,51,8,1,"fundamentalist","yes","no","yes",7,7,NA,83.24,5,1,2,NA,130,120
1389,"female",38,1980,"White","no","White",20,1,1,62.6,66,8,1,"fundamentalist","no",NA,"no",4,4,2,NA,1,3,5,1,180,120
1390,"male",57,1961,"White","no","White",16,0,4,43,38,8,1,"liberal","yes","no","yes",2,4,NA,82.59,5,2,11,NA,0,100
1391,"male",38,1980,"White","no","White",15,2,1,67.7,39,2,1,"moderate","yes","yes","yes",4,4,NA,80.13,4,4,10,NA,190,120
1392,"female",30,1988,"White","no","White",18,0,4,36.5,25,5,1,"fundamentalist","yes",NA,"yes",6,6,1,NA,1,3,6,1,60,120
1393,"male",68,1950,"White","no","White",11,2,1,52.4,43,7,1,"fundamentalist","yes","no","yes",4,4,NA,77.97,4,4,0,NA,130,120
1394,"female",75,1943,"White","no","White",12,2,3,20.8,39,0,1,"fundamentalist","no","no","yes",7,7,2,NA,1,1,0,1,0,100
1395,"male",82,1936,"White","no","White",12,2,1,68.6,50,0,1,"fundamentalist","yes",NA,"yes",2,5,2,NA,1,1,5,2,80,120
1396,"male",71,1947,"White","no","White",19,2,1,36.2,43,2,1,"moderate","no","no","yes",4,4,2,71.61,2,0,0,3,0,120
1397,"male",44,1974,"White","no","White",9,3,1,32.8,35,0,6,"none","yes","yes","yes",7,4,NA,71.17,1,4,8,NA,170,120
1398,"female",82,1936,"White","no","White",13,3,2,20.8,39,8,1,"fundamentalist","no",NA,"yes",2,4,2,NA,1,0,1,2,0,90
1399,"female",69,1949,"other","no","Other",12,3,1,50.04,47,0,6,"liberal","no","no","no",2,4,NA,89.94,1,5,2,NA,0,110
1400,"male",40,1978,"AfricanAmerican","no","AfricanAmerican",16,0,4,82.5,64,0,6,"liberal","no","yes","yes",4,4,2,79.85,1,2,0,2,180,120
1401,"female",61,1957,"AfricanAmerican","no","AfricanAmerican",12,2,2,13.6,33,6,1,"fundamentalist","no",NA,"no",1,2,2,NA,1,0,6,4,150,10
1402,"male",70,1948,"White","no","White",11,1,1,51.9,46,0,1,"fundamentalist","no","yes","yes",7,6,1,NA,1,5,0,5,0,110
1403,"female",57,1961,"White","no","White",13,2,1,37.9,49,7,1,"liberal","yes",NA,"yes",4,4,1,NA,1,1,6,2,130,120
1404,"female",37,1981,"White","no","White",16,0,4,84.2,64,0,1,"fundamentalist","no","no","no",2,2,NA,51.15,2,2,12,NA,200,120
1405,"male",64,1954,"AfricanAmerican","no","AfricanAmerican",15,3,1,13.2,32,7,1,"fundamentalist","no","no","no",1,1,2,77.76,1,2,0,4,0,120
1406,"female",74,1944,"AfricanAmerican","no","AfricanAmerican",18,4,2,77.2,55,8,1,"fundamentalist","yes",NA,"no",1,3,1,NA,1,0,11,6,0,120
1407,"female",71,1947,"AfricanAmerican","no","AfricanAmerican",12,3,3,80.9,61,0,1,"moderate","no","no","no",1,4,NA,81.97,5,3,5,NA,80,90
1408,"male",22,1996,"White","no","White",14,0,4,52.4,43,2,1,"fundamentalist","yes","yes","yes",7,7,NA,69.3,1,2,4,NA,130,120
1409,"female",26,1992,"White","no","White",10,0,4,21.6,28,8,6,"liberal","no",NA,"no",3,3,3,NA,1,0,10,1,70,110
1410,"female",52,1966,"White","no","White",13,2,1,52,46,3,1,"fundamentalist","yes",NA,"yes",6,4,2,NA,1,1,8,1,180,120
1411,"female",84,1934,"AfricanAmerican","no","AfricanAmerican",12,3,2,25,35,7,1,"fundamentalist","yes","no","no",3,6,NA,81.42,1,4,1,NA,0,120
1413,"male",28,1990,"AfricanAmerican","no","AfricanAmerican",13,0,4,23,31,0,1,"fundamentalist","no","yes","no",1,4,NA,91.82,2,6,10,NA,70,110
1414,"female",60,1958,"White","no","White",12,2,3,76.3,60,0,1,"liberal","no",NA,"yes",6,4,2,NA,1,1,12,2,170,120
1415,"female",31,1987,"AfricanAmerican","no","AfricanAmerican",15,0,4,24.2,48,4,1,"fundamentalist","no","no","no",1,4,1,NA,1,2,0,7,50,90
1416,"male",45,1973,"AfricanAmerican","no","AfricanAmerican",15,5,3,31.9,32,0,1,"fundamentalist","no",NA,"no",4,4,1,NA,1,0,12,3,170,120
1417,"male",49,1969,"AfricanAmerican","no","AfricanAmerican",14,0,1,33.2,37,5,1,"fundamentalist","no","yes","yes",2,2,2,71.62,1,1,0,4,170,120
1418,"female",32,1986,"White","no","White",10,5,4,12.6,25,0,6,"liberal","no",NA,"yes",4,4,2,NA,1,1,4,2,0,30
1419,"female",43,1975,"AfricanAmerican","no","AfricanAmerican",11,5,3,12.6,25,0,6,"liberal","no","yes","yes",1,4,NA,79.96,5,1,7,NA,80,80
1420,"female",45,1973,"AfricanAmerican","no","AfricanAmerican",14,3,3,54.3,48,5,1,"moderate","no","yes","yes",2,4,1,NA,1,0,0,2,180,120
1421,"male",65,1953,"White","no","White",14,2,1,45.4,49,6,2,"moderate","no",NA,"no",1,2,2,NA,1,1,12,5,0,120
1422,"female",32,1986,"White","no","White",14,2,4,20.1,48,3,6,"liberal","no","yes","yes",3,2,NA,69.33,5,0,12,NA,0,90
1423,"female",23,1995,"White","no","White",11,1,4,42.9,35,0,6,"liberal","no","yes","yes",3,2,2,NA,1,0,0,1,30,120
1424,"male",52,1966,"White","no","White",18,2,1,71.4,62,7,1,"liberal","yes",NA,"yes",7,6,1,NA,1,0,12,2,200,120
1425,"female",58,1960,"White","no","White",16,2,1,38.8,47,4,1,"liberal","no","yes","no",3,2,NA,77.84,2,4,10,NA,190,120
1426,"female",21,1997,"White","no","White",15,0,4,39.7,31,4,2,"moderate","no","no","yes",6,4,2,69.93,3,3,0,0,50,100
1427,"female",77,1941,"White","no","White",16,1,2,73.9,53,0,1,"fundamentalist","no","yes","no",3,4,NA,78.06,3,3,10,NA,40,120
1428,"male",86,1932,"White","no","White",10,4,1,45.4,49,8,1,"fundamentalist","yes",NA,"yes",7,7,1,NA,1,2,0,3,0,120
1429,"female",52,1966,"White","no","White",14,2,3,71.4,62,5,2,"moderate","yes","no","no",2,4,NA,48.05,2,2,5,NA,150,120
1430,"male",66,1952,"White","no","White",16,2,3,76.3,60,2,1,"fundamentalist","no",NA,"yes",4,4,2,NA,1,0,12,2,0,120
1431,"female",72,1946,"White","no","White",14,5,2,24.6,36,5,1,"fundamentalist","no","no","no",4,5,2,89.06,3,8,0,3,0,100
1432,"female",47,1971,"White","no","White",14,1,3,14.6,24,2,1,"fundamentalist","no",NA,"yes",6,6,2,NA,1,1,10,3,150,120
1433,"male",58,1960,"White","no","White",16,0,4,53.6,56,3,1,"liberal","no","no","yes",7,6,2,NA,1,5,0,2,210,120
1434,"female",35,1983,"AfricanAmerican","no","AfricanAmerican",15,0,3,62.9,54,0,2,"moderate","no",NA,"yes",2,2,2,NA,1,0,7,2,190,120
1435,"female",50,1968,"AfricanAmerican","no","AfricanAmerican",14,1,3,69.3,53,2,1,"moderate","no","no","no",4,4,NA,80.09,3,3,12,NA,180,120
1436,"female",84,1934,"White","no","White",17,2,2,70.3,50,8,1,"fundamentalist","no","no","yes",7,7,2,80.31,1,0,0,3,0,100
1437,"male",22,1996,"AfricanAmerican","no","AfricanAmerican",15,0,4,26.9,32,1,1,"moderate","no","yes","no",2,3,NA,61.97,3,1,8,NA,0,120
1438,"female",29,1989,"AfricanAmerican","no","AfricanAmerican",17,3,4,82.5,64,7,1,"fundamentalist","no","no","yes",3,3,2,NA,1,6,0,3,160,120
1439,"male",26,1992,"AfricanAmerican","no","AfricanAmerican",12,1,3,57.5,48,2,1,"moderate","no",NA,"no",3,7,2,NA,1,1,9,0,130,110
1440,"female",24,1994,"White","no","White",16,0,1,68.6,50,1,6,"liberal","no","no","no",3,3,NA,78.59,1,4,4,NA,0,110
1442,"male",38,1980,"White","no","White",14,0,1,52,46,1,5,"none","no","yes","yes",3,4,NA,60.76,2,1,9,NA,0,100
1443,"male",31,1987,"White","no","White",16,0,4,62,45,5,1,"moderate","yes","yes","yes",2,3,NA,72.01,3,4,11,NA,180,120
1444,"female",31,1987,"White","no","White",16,1,4,73.6,67,0,6,"liberal","no",NA,"no",3,1,3,NA,1,0,9,0,0,120
1445,"female",30,1988,"AfricanAmerican","no","AfricanAmerican",16,0,4,45,38,0,6,"liberal","no","yes","no",4,2,NA,72.21,1,2,12,NA,130,10
1446,"male",46,1972,"White","no","White",18,2,1,49.2,52,2,1,"liberal","no","yes","yes",6,1,3,79.88,3,2,0,1,260,130
1447,"male",49,1969,"AfricanAmerican","no","AfricanAmerican",16,2,4,52.4,43,6,1,"fundamentalist","yes","yes","no",1,4,NA,48.87,3,2,7,NA,90,90
1448,"male",29,1989,"White","no","White",10,0,1,32.6,50,0,6,"liberal","yes",NA,"yes",5,4,2,NA,1,0,11,1,130,120
1449,"female",45,1973,"White","no","White",10,2,3,67.7,39,0,5,"none","no",NA,"yes",5,2,3,NA,1,1,12,6,0,90
1450,"male",67,1951,"AfricanAmerican","no","AfricanAmerican",12,7,3,32,35,7,1,"fundamentalist","no","yes","yes",1,5,1,70.18,3,5,0,5,0,110
1451,"female",34,1984,"White","no","White",12,1,1,54.6,41,8,1,"fundamentalist","yes","no","yes",6,4,NA,69.74,3,1,2,NA,200,120
1452,"male",82,1936,"AfricanAmerican","no","AfricanAmerican",12,2,2,34.6,35,7,1,"fundamentalist","no","no","yes",4,4,1,NA,1,1,0,3,0,120
1453,"male",44,1974,"other","no","Other",13,2,1,52,46,7,1,"fundamentalist","no","yes","yes",5,4,2,87.42,3,5,0,1,200,120
1454,"female",48,1970,"White","no","White",18,3,1,59.1,38,5,1,"liberal","no","no","yes",3,4,NA,67.64,2,5,12,NA,160,120
1455,"female",24,1994,"White","no","White",8,2,4,14,21,2,1,"fundamentalist","no","yes","no",5,6,2,NA,1,1,0,5,30,90
1456,"male",56,1962,"White","no","White",12,2,1,53.6,56,0,6,"liberal","no","no","yes",6,6,NA,67.28,1,3,12,NA,0,110
1457,"male",65,1953,"White","no","White",11,3,1,18.6,37,4,1,"fundamentalist","yes",NA,"yes",5,6,1,NA,1,0,12,3,90,120
1458,"female",48,1970,"AfricanAmerican","no","AfricanAmerican",13,1,4,23.3,25,5,1,"fundamentalist","yes","yes","no",3,4,NA,79.96,2,1,3,NA,210,120
1459,"female",27,1991,"AfricanAmerican","no","AfricanAmerican",16,2,4,26.1,48,4,1,"fundamentalist","no",NA,"no",2,4,1,NA,1,0,12,6,0,10
1460,"female",55,1963,"AfricanAmerican","no","AfricanAmerican",18,3,1,77.4,72,5,1,"fundamentalist","no",NA,"no",3,3,2,NA,1,1,12,0,220,120
1461,"male",25,1993,"White","no","White",15,0,1,19.6,31,0,6,"liberal","no","yes","no",5,4,NA,79.88,4,2,12,NA,0,10
1462,"female",55,1963,"AfricanAmerican","no","AfricanAmerican",12,5,3,24.2,48,0,1,"moderate","no","yes","no",1,6,NA,71.58,2,7,8,NA,90,90
1463,"female",71,1947,"White","no","White",13,2,3,33.4,40,3,1,"moderate","yes","yes","no",4,4,NA,57.7,2,1,12,NA,0,90
1464,"male",26,1992,"White","no","White",12,2,4,25.2,28,4,1,"moderate","no","yes","yes",4,7,3,NA,1,1,0,1,130,110
1465,"female",59,1959,"White","no","White",12,4,1,32,35,6,1,"fundamentalist","no","no","no",7,6,2,69.29,3,4,0,1,110,120
1466,"female",56,1962,"White","no","White",16,1,3,38.3,45,0,6,"liberal","yes","yes","no",3,4,NA,80.73,2,2,12,NA,200,120
1467,"female",58,1960,"White","no","White",20,0,3,87.9,60,0,1,"moderate","no","yes","no",4,4,2,NA,1,1,0,1,0,100
1468,"female",27,1991,"AfricanAmerican","no","AfricanAmerican",15,1,4,39.2,42,0,1,"moderate","no",NA,"no",2,4,2,NA,1,0,4,2,160,120
1469,"female",69,1949,"AfricanAmerican","no","AfricanAmerican",13,2,1,63.7,33,0,1,"fundamentalist","yes","no","no",4,1,NA,89.68,3,4,12,NA,220,120
1470,"female",30,1988,"White","no","White",13,1,4,71,58,5,1,"moderate","no","yes","no",5,5,1,NA,1,3,0,1,10,70
1471,"female",71,1947,"White","no","White",17,0,2,46,49,3,5,"none","no","yes","no",6,6,3,87.48,3,5,0,3,190,120
1472,"female",53,1965,"AfricanAmerican","no","AfricanAmerican",9,5,1,74.8,61,7,1,"fundamentalist","no",NA,"no",2,4,2,NA,1,0,9,1,170,120
1474,"female",34,1984,"AfricanAmerican","no","AfricanAmerican",11,4,1,14,21,5,1,"fundamentalist","no",NA,"no",4,4,2,NA,1,2,2,3,0,120
1475,"female",37,1981,"White","no","White",8,3,3,38.1,39,0,6,"liberal","no","no","yes",6,6,NA,59.54,2,2,9,NA,120,120
1476,"female",29,1989,"AfricanAmerican","no","AfricanAmerican",14,3,1,42.9,35,2,1,"fundamentalist","no","yes","yes",2,4,2,71.21,1,1,0,4,0,90
1477,"female",63,1955,"White","no","White",12,2,3,20.8,39,5,1,"liberal","no",NA,"yes",4,4,4,NA,1,2,7,2,100,110
1478,"female",32,1986,"AfricanAmerican","no","AfricanAmerican",16,2,4,39.2,38,0,1,"moderate","no","no","no",2,5,NA,83.73,1,1,4,NA,100,100
1479,"male",33,1985,"AfricanAmerican","no","AfricanAmerican",16,0,4,65.3,60,3,2,"moderate","no","yes","yes",6,5,1,74.9,3,6,0,1,210,120
1481,"male",22,1996,"AfricanAmerican","no","AfricanAmerican",12,0,4,21.6,28,2,6,"liberal","no","no","no",4,4,NA,78.41,2,5,8,NA,50,120
1482,"female",24,1994,"White","no","White",14,0,4,45.4,49,7,2,"moderate","no",NA,"no",4,4,2,NA,1,1,8,3,160,120
1483,"female",31,1987,"White","no","White",16,0,1,85.9,63,1,1,"liberal","no","yes","yes",2,2,NA,65.79,1,1,10,NA,0,120
1484,"female",43,1975,"White","no","White",16,2,1,73.9,53,0,2,"moderate","yes",NA,"yes",6,4,2,NA,1,0,10,2,110,120
1485,"female",56,1962,"White","no","White",16,0,3,92.8,80,0,6,"liberal","no","no","yes",7,4,NA,83.11,1,4,12,NA,260,130
1486,"male",54,1964,"White","no","White",14,2,3,59.4,65,1,2,"moderate","no","yes","yes",6,6,2,NA,1,5,0,2,90,110
1487,"male",47,1971,"White","no","White",12,2,1,43,38,0,6,"liberal","no",NA,"yes",4,3,2,NA,1,0,11,1,200,120
1488,"female",72,1946,"White","no","White",16,3,1,88.3,59,7,2,"moderate","no","no","no",7,6,NA,79.22,3,0,12,NA,0,110
1489,"male",60,1958,"White","no","White",18,2,1,52.5,44,7,2,"moderate","no","no","yes",7,6,NA,80.29,4,8,8,NA,260,130
1490,"male",34,1984,"White","no","White",17,2,1,70.1,73,0,1,"fundamentalist","no","yes","yes",6,5,2,78.74,3,2,0,2,230,120
1491,"male",38,1980,"White","no","White",16,2,1,79.3,63,0,3,"liberal","no",NA,"no",1,2,3,NA,1,2,12,2,230,130
1492,"female",58,1960,"White","no","White",18,0,1,69.3,53,3,1,"liberal","no","no","yes",7,6,2,74.63,4,2,0,4,260,130
1493,"female",67,1951,"White","no","White",16,2,3,71.7,61,4,2,"moderate","no",NA,"no",5,4,2,NA,1,0,6,7,0,90
1494,"female",39,1979,"other","yes","Latinx",13,3,4,35.72,39,2,1,"moderate","no","no","yes",4,6,NA,68.65,2,5,10,NA,0,80
1495,"female",75,1943,"White","no","White",12,2,3,32.6,21,3,2,"moderate","no","no","yes",5,6,NA,71.86,1,1,9,NA,0,120
1496,"female",65,1953,"White","no","White",14,1,1,63.7,51,3,1,"fundamentalist","no",NA,"yes",4,4,1,NA,1,2,11,2,20,120
1497,"male",56,1962,"White","no","White",12,8,4,23.7,35,0,1,"moderate","no","no","yes",1,2,4,NA,1,5,0,11,0,90
1498,"female",35,1983,"other","no","Other",14,3,3,52,46,7,1,"moderate","no",NA,"yes",3,1,1,NA,1,1,2,2,0,120
1499,"female",57,1961,"AfricanAmerican","no","AfricanAmerican",18,4,1,43.1,43,7,1,"moderate","no","yes","yes",1,4,NA,69.16,4,0,1,NA,150,120
1500,"male",63,1955,"AfricanAmerican","no","AfricanAmerican",13,5,1,23.8,25,0,2,"moderate","no","yes","no",3,4,2,61.61,2,0,0,6,140,110
1501,"male",29,1989,"White","yes","Latinx",12,0,4,35.8,32,0,2,"moderate","no",NA,"yes",3,4,2,NA,1,0,11,3,140,110
1502,"female",66,1952,"White","no","White",12,2,1,24.2,48,2,2,"moderate","no",NA,"yes",7,5,1,NA,1,0,8,2,0,120
1503,"female",58,1960,"White","no","White",14,0,2,67.7,58,3,1,"moderate","no",NA,"yes",2,4,3,NA,1,0,7,8,0,120
1504,"female",77,1941,"White","no","White",16,2,1,61.4,55,0,6,"liberal","yes",NA,"no",1,1,3,NA,1,0,12,1,150,120
1505,"male",38,1980,"other","yes","Latinx",6,1,4,14,27,7,2,"moderate","no","no","no",3,1,3,NA,1,9,0,1,170,120
1506,"female",34,1984,"White","no","White",14,4,1,38.8,47,2,1,"fundamentalist","yes","yes","yes",4,4,NA,88.42,5,3,10,NA,30,120
1507,"female",27,1991,"AfricanAmerican","no","AfricanAmerican",13,2,4,24.2,48,3,1,"moderate","no","yes","yes",2,4,2,NA,1,0,0,0,150,120
1508,"female",46,1972,"White","yes","Latinx",6,5,1,39.9,46,7,2,"moderate","no",NA,"yes",6,4,2,NA,1,1,9,1,0,100
1509,"female",45,1973,"White","no","White",17,4,3,66.2,43,2,1,"liberal","no","yes","yes",4,4,1,78.36,2,1,0,1,50,120
1510,"female",23,1995,"White","yes","Latinx",13,1,1,28.6,48,5,2,"moderate","no",NA,"yes",2,3,1,NA,1,0,10,1,90,100
1511,"female",25,1993,"AfricanAmerican","no","AfricanAmerican",16,0,4,24.2,48,5,1,"moderate","no","yes","yes",3,4,NA,72.01,1,1,6,NA,180,120
1512,"female",23,1995,"other","no","Other",14,0,4,39,31,2,6,"liberal","no","yes","yes",4,5,1,NA,1,0,0,1,80,110
1513,"male",57,1961,"White","no","White",12,2,1,34.7,34,7,1,"fundamentalist","no","yes","no",4,4,2,64.7,1,2,0,8,0,120
1514,"female",58,1960,"White","no","White",14,2,1,61.4,46,2,2,"moderate","no",NA,"no",4,5,2,NA,1,0,1,2,20,110
1515,"female",50,1968,"White","no","White",8,2,3,30.3,18,2,1,"moderate","no","no","yes",6,4,NA,47.71,1,3,10,NA,160,120
1516,"male",70,1948,"AfricanAmerican","no","AfricanAmerican",13,1,4,46,49,2,1,"fundamentalist","no","yes","no",1,3,1,NA,1,6,0,6,0,120
1517,"female",58,1960,"White","no","White",14,1,3,79.9,62,0,6,"liberal","no",NA,"yes",4,4,1,NA,1,1,12,2,140,110
1518,"female",68,1950,"White","yes","Latinx",15,2,3,37.6,31,2,2,"moderate","no","yes","no",1,4,NA,90.97,1,3,2,NA,0,120
1519,"female",25,1993,"White","no","White",14,1,1,24.6,36,0,5,"none","no","yes","no",4,4,2,NA,1,1,0,8,150,120
1520,"female",68,1950,"White","yes","Latinx",12,2,2,20.8,39,0,1,"fundamentalist","no",NA,"yes",3,5,3,NA,1,0,10,5,0,120
1521,"female",54,1964,"White","no","White",12,1,3,24.2,48,0,1,"fundamentalist","yes","no","yes",7,6,NA,72,1,2,9,NA,40,90
1522,"female",30,1988,"White","no","White",10,3,3,43.22,43,4,1,"moderate","no","no","yes",5,4,2,49.88,2,8,0,2,0,30
1523,"female",64,1954,"White","no","White",12,3,3,21.6,28,7,1,"none","yes",NA,"yes",1,4,1,NA,1,1,0,2,90,120
1524,"male",58,1960,"White","no","White",11,3,1,46.5,50,8,1,"fundamentalist","yes","yes","yes",7,6,NA,80.29,3,6,4,NA,180,120
1525,"female",69,1949,"AfricanAmerican","no","AfricanAmerican",0,4,1,12.6,25,6,1,"fundamentalist","no","yes","no",1,4,2,NA,1,0,0,2,0,100
1526,"female",56,1962,"White","no","White",12,3,1,58.4,45,0,1,"fundamentalist","yes",NA,"no",2,5,2,NA,1,3,4,4,200,120
1527,"female",69,1949,"White","no","White",10,3,1,73.9,53,0,1,"fundamentalist","yes","yes","no",5,6,NA,88.55,3,6,12,NA,0,80
1528,"male",46,1972,"White","no","White",12,2,1,32,35,0,1,"fundamentalist","no","no","yes",7,4,1,NA,1,3,0,3,100,110
1529,"male",34,1984,"White","no","White",11,3,3,23.3,25,0,6,"liberal","no",NA,"yes",7,4,1,NA,1,0,10,2,120,120
1530,"female",67,1951,"White","no","White",13,4,3,65.3,60,8,1,"liberal","yes",NA,"yes",7,2,1,NA,1,1,6,1,0,90
1531,"female",40,1978,"White","no","White",13,2,4,41,39,0,1,"liberal","yes",NA,"no",4,4,1,NA,1,0,9,4,0,10
1532,"female",44,1974,"White","no","White",12,2,3,43,38,7,1,"fundamentalist","no","no","yes",5,4,1,42.07,2,2,0,3,0,110
1533,"female",32,1986,"AfricanAmerican","no","AfricanAmerican",15,1,4,32,35,4,6,"liberal","yes",NA,"yes",1,4,2,NA,1,0,12,1,180,120
1534,"male",33,1985,"AfricanAmerican","no","AfricanAmerican",10,1,4,18.6,37,2,1,"fundamentalist","no","no","yes",4,3,2,NA,1,6,0,7,100,120
1535,"male",35,1983,"other","yes","Latinx",9,2,1,46,49,4,2,"moderate","no",NA,"no",5,4,4,NA,1,3,7,5,140,120
1536,"female",70,1948,"other","no","Other",15,2,1,41.1,53,7,1,"fundamentalist","no","no","no",4,4,2,88.86,2,0,0,4,0,120
1537,"male",59,1959,"AfricanAmerican","no","AfricanAmerican",13,5,4,50.4,62,6,1,"none","no","yes","yes",2,4,NA,71.45,2,3,8,NA,10,90
1538,"female",32,1986,"AfricanAmerican","no","AfricanAmerican",9,1,4,32.6,50,7,6,"liberal","no","yes","no",7,3,2,NA,1,4,0,3,10,10
1539,"male",53,1965,"AfricanAmerican","no","AfricanAmerican",12,8,1,20.9,35,0,2,"moderate","no",NA,"yes",5,4,3,NA,1,2,4,2,120,100
1540,"female",39,1979,"AfricanAmerican","no","AfricanAmerican",10,2,4,20.7,24,1,1,"none","no","yes","no",4,4,NA,72.63,1,5,11,NA,50,100
1541,"female",43,1975,"AfricanAmerican","no","AfricanAmerican",19,1,1,69.3,53,3,2,"moderate","no","yes","yes",1,4,2,81.26,3,3,0,2,200,120
1542,"male",26,1992,"AfricanAmerican","no","AfricanAmerican",12,3,4,23.3,25,0,6,"liberal","yes",NA,"yes",4,4,2,NA,1,0,7,4,0,120
1543,"male",64,1954,"other","no","Other",20,2,1,38.1,39,8,1,"fundamentalist","yes","yes","no",2,5,NA,79.45,4,2,9,NA,0,120
1545,"male",72,1946,"White","no","White",17,3,3,85.2,65,7,1,"fundamentalist","yes","yes","yes",4,6,NA,83.31,3,1,12,NA,0,120
